gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,occyp_type,family_size,begin_month,credit,credit_card_count,before_EMPLOYED_year,Age,DAYS_BIRTH_month,EMPLOYED,begin_year,cluster
F,Y,N,0,216000.0,State servant,Higher education,Married,House / apartment,17764,9574,Core staff,2.0,13.0,1.0,2,22,48,4.0,26,1.0,3
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17237,938,Drivers,2.0,46.0,2.0,1,44,47,10.0,2,3.0,1
M,N,N,3,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12906,2467,Laborers,5.0,2.0,1.0,1,28,35,10.0,6,0.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,12807,2404,Laborers,2.0,8.0,2.0,1,28,35,6.0,6,0.0,0
F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,17029,1996,Sales staff,1.0,31.0,2.0,1,41,46,3.0,5,2.0,1
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11245,3273,Laborers,1.0,52.0,2.0,1,21,30,2.0,8,4.0,0
F,N,Y,1,810000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,14843,4297,Managers,3.0,37.0,1.0,1,28,40,2.0,11,3.0,2
F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,13356,482,Waiters/barmen staff,1.0,4.0,1.0,1,35,36,1.0,1,0.0,2
M,Y,N,0,135000.0,Working,Incomplete higher,Married,House / apartment,8699,673,Managers,2.0,7.0,1.0,1,21,23,1.0,1,0.0,0
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,13396,786,Sales staff,4.0,11.0,2.0,1,34,36,2.0,2,0.0,2
M,N,N,0,90000.0,Commercial associate,Higher education,Single / not married,With parents,9302,1722,Drivers,1.0,34.0,2.0,2,20,25,10.0,4,2.0,0
M,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12576,3345,Security staff,2.0,31.0,2.0,2,25,34,11.0,9,2.0,0
M,Y,Y,1,315000.0,Working,Higher education,Married,House / apartment,10580,2566,Core staff,3.0,17.0,1.0,2,21,28,4.0,7,1.0,0
F,N,N,2,81000.0,Commercial associate,Secondary / secondary special,Married,With parents,11277,1160,Cleaning staff,4.0,10.0,2.0,1,27,30,3.0,3,0.0,0
F,N,Y,0,126000.0,State servant,Secondary / secondary special,Married,House / apartment,14813,2567,Accountants,2.0,7.0,2.0,2,33,40,1.0,7,0.0,2
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,11812,1642,Core staff,2.0,2.0,1.0,2,27,32,9.0,4,0.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,11827,157,Laborers,2.0,3.0,1.0,1,31,32,10.0,0,0.0,0
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11914,1314,Managers,2.0,5.0,2.0,1,29,32,1.0,3,0.0,0
F,N,N,1,211500.0,Working,Secondary / secondary special,Married,House / apartment,17519,1132,Core staff,3.0,1.0,1.0,3,44,47,7.0,3,0.0,1
M,Y,N,0,207000.0,Working,Secondary / secondary special,Married,Municipal apartment,20535,888,Laborers,2.0,6.0,2.0,1,53,56,0.0,2,0.0,1
M,N,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,13676,1016,Laborers,3.0,3.0,1.0,1,34,37,11.0,2,0.0,2
M,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11915,644,Laborers,2.0,6.0,1.0,1,30,32,1.0,1,0.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,9864,2089,Medicine staff,2.0,42.0,1.0,2,21,27,4.0,5,3.0,0
F,N,Y,0,90000.0,Working,Lower secondary,Married,House / apartment,16684,2451,Medicine staff,2.0,34.0,2.0,5,38,45,4.0,6,2.0,2
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,19756,2136,Laborers,2.0,31.0,2.0,3,48,54,10.0,5,2.0,1
M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,10817,203,Laborers,3.0,27.0,2.0,4,29,29,0.0,0,2.0,0
F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,14110,4979,Laborers,3.0,0.0,1.0,2,25,38,2.0,13,0.0,3
F,N,Y,2,67500.0,State servant,Incomplete higher,Married,With parents,13259,213,Core staff,4.0,2.0,1.0,2,35,36,9.0,0,0.0,2
M,Y,N,0,495000.0,Commercial associate,Higher education,Single / not married,House / apartment,19130,5483,Managers,1.0,12.0,2.0,1,37,52,1.0,15,1.0,3
F,N,N,1,159750.0,Commercial associate,Higher education,Civil marriage,House / apartment,9167,317,Core staff,3.0,9.0,1.0,3,24,25,5.0,0,0.0,0
F,N,Y,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,16161,2897,Laborers,2.0,18.0,1.0,1,36,44,10.0,7,1.0,2
F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,14842,8011,Managers,2.0,7.0,1.0,3,18,40,2.0,21,0.0,3
M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,15059,1069,Low-skill Laborers,1.0,2.0,1.0,1,38,41,9.0,2,0.0,2
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,22228,686,High skill tech staff,2.0,20.0,2.0,3,59,60,8.0,1,1.0,1
F,Y,Y,1,292500.0,Working,Secondary / secondary special,Separated,With parents,13284,4439,Sales staff,2.0,28.0,2.0,4,24,36,10.0,12,2.0,0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17110,860,Security staff,2.0,32.0,2.0,1,44,46,6.0,2,2.0,1
F,N,N,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,15517,2023,Medicine staff,2.0,35.0,2.0,1,36,42,1.0,5,2.0,2
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,16000,2758,Sales staff,2.0,4.0,1.0,1,36,43,5.0,7,0.0,2
F,N,N,2,225000.0,State servant,Higher education,Married,With parents,10596,3365,Core staff,4.0,22.0,2.0,2,19,29,5.0,9,1.0,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14225,5179,Medicine staff,2.0,57.0,2.0,1,24,38,6.0,14,4.0,3
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,10209,1724,Realty agents,2.0,8.0,2.0,1,23,27,4.0,4,0.0,0
F,Y,Y,1,139500.0,Working,Secondary / secondary special,Married,House / apartment,16765,1506,Sales staff,3.0,45.0,2.0,2,41,45,6.0,4,3.0,2
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,18718,583,Managers,3.0,28.0,2.0,1,49,51,11.0,1,2.0,1
F,N,Y,0,225000.0,Commercial associate,Higher education,Widow,House / apartment,19811,10047,High skill tech staff,1.0,19.0,1.0,1,26,54,0.0,27,1.0,3
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,9492,1450,High skill tech staff,3.0,14.0,1.0,1,22,26,4.0,3,1.0,0
F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,15408,1726,Laborers,2.0,41.0,2.0,2,37,42,9.0,4,3.0,2
F,N,N,0,49500.0,Working,Secondary / secondary special,Married,House / apartment,11624,949,Sales staff,2.0,7.0,1.0,3,29,31,3.0,2,0.0,0
M,Y,Y,0,193500.0,State servant,Higher education,Married,House / apartment,17627,4816,High skill tech staff,2.0,39.0,2.0,1,35,48,11.0,13,3.0,3
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,19366,432,Managers,2.0,33.0,1.0,1,51,53,9.0,1,2.0,1
F,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,20191,5940,Core staff,2.0,36.0,1.0,2,39,55,1.0,16,3.0,1
M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,8877,1737,Drivers,3.0,19.0,2.0,1,19,24,7.0,4,1.0,0
F,Y,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,18671,1174,Medicine staff,2.0,53.0,1.0,1,47,51,10.0,3,4.0,1
M,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,9621,126,Core staff,3.0,31.0,1.0,2,26,26,8.0,0,2.0,0
M,Y,N,1,270000.0,Working,Incomplete higher,Married,House / apartment,15053,3386,Managers,3.0,25.0,1.0,2,31,41,9.0,9,2.0,2
M,Y,N,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,14759,991,Drivers,3.0,25.0,2.0,3,37,40,11.0,2,2.0,2
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,12130,798,Cooking staff,2.0,10.0,2.0,1,31,33,8.0,2,0.0,0
M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,13784,1773,High skill tech staff,4.0,57.0,1.0,1,32,37,3.0,4,4.0,2
F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,12086,4175,Managers,2.0,28.0,1.0,3,21,33,6.0,11,2.0,0
F,N,N,0,112500.0,State servant,Higher education,Single / not married,House / apartment,10557,2410,Core staff,1.0,38.0,2.0,1,22,28,3.0,6,3.0,0
F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,14943,159,Sales staff,2.0,8.0,2.0,1,40,40,6.0,0,0.0,2
F,N,Y,0,94500.0,State servant,Higher education,Separated,House / apartment,18465,1930,Laborers,1.0,58.0,1.0,3,45,50,3.0,5,4.0,1
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,13914,507,Laborers,1.0,44.0,2.0,1,36,38,7.0,1,3.0,2
M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,10042,2177,Drivers,1.0,42.0,2.0,1,21,27,10.0,5,3.0,0
F,Y,Y,2,675000.0,Working,Secondary / secondary special,Married,House / apartment,18605,224,Sales staff,4.0,5.0,1.0,1,50,50,8.0,0,0.0,1
F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,12140,779,Core staff,1.0,37.0,2.0,1,31,33,8.0,2,3.0,0
F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,7959,1045,Core staff,1.0,5.0,2.0,1,18,21,1.0,2,0.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,16277,6979,High skill tech staff,2.0,23.0,2.0,4,25,44,2.0,19,1.0,3
F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13679,4391,Accountants,3.0,17.0,1.0,2,25,37,11.0,12,1.0,0
F,N,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,19700,10370,Drivers,2.0,37.0,1.0,1,25,53,8.0,28,3.0,3
F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,15039,3334,Private service staff,2.0,7.0,1.0,2,32,41,9.0,9,0.0,2
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,16013,1517,Cooking staff,2.0,27.0,2.0,1,39,43,5.0,4,2.0,2
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,17674,4541,Laborers,1.0,5.0,2.0,1,35,48,1.0,12,0.0,2
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14978,1785,Managers,2.0,6.0,2.0,1,36,41,7.0,4,0.0,2
M,N,N,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,14557,2517,High skill tech staff,4.0,30.0,2.0,3,32,39,5.0,6,2.0,2
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,18421,1308,Drivers,3.0,27.0,2.0,2,46,50,2.0,3,2.0,1
F,N,Y,2,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12294,4572,Laborers,4.0,9.0,1.0,1,21,33,1.0,12,0.0,0
M,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,20739,117,Laborers,3.0,49.0,2.0,2,56,56,7.0,0,4.0,1
F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,13346,585,Laborers,4.0,40.0,2.0,1,34,36,0.0,1,3.0,2
M,Y,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,16081,1799,Drivers,2.0,53.0,2.0,1,39,44,8.0,4,4.0,2
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,13675,415,Cooking staff,1.0,15.0,2.0,1,36,37,11.0,1,1.0,2
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,19817,3111,Laborers,2.0,36.0,2.0,1,45,54,0.0,8,3.0,1
M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,10588,1375,Security staff,1.0,3.0,2.0,1,25,29,4.0,3,0.0,0
F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,10229,1209,Accountants,1.0,24.0,2.0,4,24,28,4.0,3,2.0,0
M,Y,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16337,1797,Drivers,2.0,6.0,2.0,1,39,44,4.0,4,0.0,2
M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,18643,1707,Security staff,2.0,5.0,2.0,1,46,51,9.0,4,0.0,1
M,N,Y,0,607500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19435,1416,Managers,2.0,12.0,1.0,2,49,53,11.0,3,1.0,1
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,18406,5961,Drivers,2.0,21.0,2.0,2,34,50,1.0,16,1.0,3
F,N,Y,0,135000.0,State servant,Incomplete higher,Married,House / apartment,15371,3332,Core staff,2.0,3.0,1.0,2,32,42,8.0,9,0.0,2
M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,11602,3962,Laborers,4.0,42.0,2.0,1,20,31,2.0,10,3.0,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,19032,3776,Laborers,1.0,6.0,2.0,3,41,52,10.0,10,0.0,1
M,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,8412,1051,Laborers,1.0,16.0,1.0,1,20,23,4.0,2,1.0,0
F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,14222,141,Cooking staff,3.0,34.0,2.0,1,38,38,6.0,0,2.0,2
F,N,Y,0,135000.0,Commercial associate,Higher education,Separated,House / apartment,15910,399,Laborers,1.0,50.0,2.0,1,42,43,2.0,1,4.0,2
M,N,N,1,202500.0,Working,Lower secondary,Civil marriage,House / apartment,14454,1064,Drivers,3.0,54.0,1.0,2,36,39,1.0,2,4.0,2
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,17104,9320,High skill tech staff,2.0,0.0,1.0,1,21,46,6.0,25,0.0,3
M,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,20933,673,Drivers,1.0,10.0,1.0,1,55,57,1.0,1,0.0,1
F,N,Y,2,147150.0,State servant,Secondary / secondary special,Married,House / apartment,13853,3261,Managers,4.0,22.0,2.0,1,29,37,5.0,8,1.0,2
F,N,N,3,45000.0,Working,Secondary / secondary special,Married,House / apartment,13022,880,Laborers,5.0,18.0,1.0,1,33,35,2.0,2,1.0,2
M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16896,128,Drivers,1.0,15.0,2.0,1,45,46,11.0,0,1.0,1
M,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,9561,2248,Core staff,2.0,35.0,1.0,2,20,26,6.0,6,2.0,0
F,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,19341,7314,Managers,2.0,49.0,1.0,2,32,52,8.0,20,4.0,3
F,N,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,14701,4135,High skill tech staff,3.0,40.0,2.0,2,28,40,10.0,11,3.0,2
F,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,With parents,12378,3229,Managers,3.0,45.0,2.0,1,25,33,4.0,8,3.0,0
M,Y,Y,1,225000.0,Working,Incomplete higher,Married,House / apartment,13205,248,Managers,3.0,24.0,1.0,2,35,36,8.0,0,2.0,2
M,Y,N,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,10962,3518,Laborers,1.0,9.0,2.0,3,20,30,5.0,9,0.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,17798,2148,Sales staff,2.0,20.0,2.0,2,42,48,5.0,5,1.0,1
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,19293,2990,Laborers,2.0,13.0,2.0,1,44,52,7.0,8,1.0,1
F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,15252,887,Core staff,3.0,22.0,1.0,1,39,41,4.0,2,1.0,2
F,N,Y,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11508,1170,Cooking staff,3.0,15.0,2.0,1,28,31,11.0,3,1.0,0
F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11160,1904,Sales staff,2.0,54.0,2.0,1,25,30,0.0,5,4.0,0
M,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,Office apartment,11331,1131,Cleaning staff,1.0,24.0,2.0,1,27,31,5.0,3,2.0,0
F,N,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,13528,459,Accountants,1.0,6.0,2.0,1,35,37,6.0,1,0.0,2
F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,12293,1779,Cleaning staff,2.0,25.0,2.0,1,28,33,1.0,4,2.0,0
M,N,Y,1,202500.0,Working,Higher education,Separated,House / apartment,18085,1205,Security staff,2.0,3.0,1.0,1,46,49,2.0,3,0.0,1
F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,15618,2499,Security staff,2.0,9.0,2.0,1,35,42,4.0,6,0.0,2
M,Y,Y,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,15470,6732,Drivers,2.0,6.0,2.0,1,23,42,11.0,18,0.0,3
M,N,Y,0,234000.0,Commercial associate,Higher education,Married,House / apartment,14064,1111,Sales staff,2.0,17.0,1.0,1,35,38,0.0,3,1.0,2
F,N,Y,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,9269,512,Cooking staff,3.0,4.0,1.0,1,23,25,8.0,1,0.0,0
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15256,109,Drivers,2.0,5.0,1.0,1,41,41,4.0,0,0.0,2
M,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,9312,1095,Laborers,2.0,4.0,1.0,3,22,25,10.0,3,0.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,23033,1778,Medicine staff,1.0,22.0,2.0,1,58,63,11.0,4,1.0,1
M,Y,N,2,360000.0,Commercial associate,Higher education,Married,House / apartment,11985,339,Sales staff,4.0,39.0,1.0,1,31,32,3.0,0,3.0,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,13255,2324,Sales staff,2.0,3.0,1.0,1,29,36,9.0,6,0.0,2
M,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20079,3505,Laborers,2.0,39.0,1.0,1,45,55,9.0,9,3.0,1
F,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,16395,888,High skill tech staff,1.0,26.0,2.0,3,42,44,6.0,2,2.0,2
F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,13048,440,Private service staff,3.0,30.0,2.0,1,34,35,2.0,1,2.0,2
M,N,N,0,157500.0,Working,Secondary / secondary special,Married,With parents,11090,338,Security staff,2.0,25.0,1.0,1,29,30,9.0,0,2.0,0
F,N,Y,3,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,12368,672,Core staff,5.0,21.0,2.0,1,32,33,4.0,1,1.0,2
M,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,10490,3591,Drivers,2.0,50.0,2.0,1,18,28,1.0,9,4.0,0
F,N,Y,2,180000.0,State servant,Secondary / secondary special,Married,House / apartment,15481,412,Managers,4.0,23.0,2.0,1,41,42,0.0,1,1.0,2
F,N,Y,0,45000.0,Working,Secondary / secondary special,Widow,House / apartment,17258,878,Sales staff,1.0,16.0,2.0,1,44,47,11.0,2,1.0,1
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,18810,3830,Laborers,2.0,34.0,2.0,1,41,51,3.0,10,2.0,1
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,15911,3201,High skill tech staff,3.0,41.0,1.0,1,34,43,2.0,8,3.0,2
F,Y,Y,0,810000.0,Commercial associate,Incomplete higher,Married,House / apartment,15375,6518,Managers,2.0,40.0,1.0,1,24,42,8.0,17,3.0,3
F,N,Y,0,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,13463,767,Core staff,1.0,16.0,1.0,2,34,36,4.0,2,1.0,2
F,N,Y,1,67500.0,Working,Higher education,Married,House / apartment,11140,991,Managers,3.0,10.0,2.0,3,27,30,11.0,2,0.0,0
M,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,22636,3076,Drivers,2.0,10.0,2.0,1,53,62,10.0,8,0.0,1
F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12297,3195,Sales staff,3.0,34.0,1.0,1,24,33,1.0,8,2.0,0
M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,19195,10692,Managers,2.0,49.0,2.0,1,23,52,3.0,29,4.0,3
M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,13776,596,Managers,4.0,36.0,1.0,2,36,37,3.0,1,3.0,2
F,N,Y,3,112500.0,Working,Secondary / secondary special,Widow,House / apartment,16484,370,Sales staff,4.0,21.0,1.0,1,44,45,9.0,1,1.0,1
M,Y,Y,2,243000.0,State servant,Higher education,Married,House / apartment,10467,200,Core staff,4.0,11.0,1.0,4,28,28,0.0,0,0.0,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,21474,1134,Security staff,2.0,29.0,2.0,1,55,58,7.0,3,2.0,1
M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,10178,777,Sales staff,2.0,2.0,1.0,1,25,27,3.0,2,0.0,0
F,N,Y,0,112500.0,Working,Lower secondary,Civil marriage,Municipal apartment,12325,536,Cleaning staff,2.0,26.0,1.0,1,32,33,2.0,1,2.0,2
F,N,N,1,157500.0,Working,Higher education,Married,House / apartment,13167,1641,Sales staff,3.0,5.0,2.0,1,31,36,6.0,4,0.0,2
F,N,Y,0,292500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,19718,925,Medicine staff,1.0,53.0,1.0,1,51,54,9.0,2,4.0,1
F,N,Y,3,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11677,3356,Laborers,5.0,3.0,1.0,1,22,31,5.0,9,0.0,0
F,N,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,12047,4796,Medicine staff,3.0,28.0,2.0,3,19,33,5.0,13,2.0,0
M,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,14772,154,Laborers,1.0,33.0,1.0,1,40,40,0.0,0,2.0,2
M,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,9812,338,Sales staff,1.0,21.0,2.0,1,25,26,3.0,0,1.0,0
M,Y,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,19653,11332,Drivers,2.0,51.0,2.0,1,22,53,7.0,31,4.0,3
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,20064,3627,Managers,2.0,50.0,1.0,1,45,54,8.0,9,4.0,1
F,N,N,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,10036,2560,Core staff,2.0,49.0,2.0,2,20,27,10.0,7,4.0,0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Office apartment,15520,2664,Security staff,3.0,31.0,2.0,2,35,42,1.0,7,2.0,2
F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,10751,1039,Core staff,2.0,26.0,1.0,1,26,29,10.0,2,2.0,0
F,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,12858,1372,Laborers,2.0,48.0,2.0,1,31,35,8.0,3,4.0,2
M,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,11822,1741,Managers,4.0,1.0,1.0,1,27,32,10.0,4,0.0,0
F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,19906,5982,Laborers,2.0,9.0,2.0,3,38,54,3.0,16,0.0,1
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,12590,928,High skill tech staff,3.0,37.0,2.0,1,31,34,11.0,2,3.0,2
F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,8661,500,Sales staff,1.0,6.0,1.0,2,22,23,0.0,1,0.0,0
M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15262,1674,Managers,5.0,60.0,2.0,1,37,41,4.0,4,5.0,2
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,17450,5495,Managers,1.0,20.0,2.0,3,32,47,5.0,15,1.0,3
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14602,705,Sales staff,2.0,34.0,2.0,1,38,40,6.0,1,2.0,2
F,Y,N,1,270000.0,State servant,Higher education,Married,House / apartment,11208,461,Core staff,3.0,53.0,2.0,1,29,30,1.0,1,4.0,0
F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,8959,1815,Core staff,2.0,10.0,1.0,1,19,24,10.0,4,0.0,0
M,Y,Y,0,405000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11918,290,Drivers,1.0,9.0,1.0,1,31,32,1.0,0,0.0,0
F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,20188,393,Core staff,2.0,20.0,2.0,2,54,55,0.0,1,1.0,1
F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Married,With parents,10159,1204,Accountants,2.0,14.0,1.0,2,24,27,2.0,3,1.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11995,217,Laborers,2.0,12.0,2.0,1,32,32,3.0,0,1.0,0
M,N,N,0,171000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,11610,166,High skill tech staff,1.0,19.0,2.0,2,31,31,3.0,0,1.0,0
F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,13333,109,Laborers,4.0,8.0,1.0,1,36,36,0.0,0,0.0,2
M,N,N,1,292500.0,State servant,Secondary / secondary special,Married,Office apartment,16101,4935,Core staff,3.0,24.0,1.0,1,30,44,8.0,13,2.0,3
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,12872,3720,Sales staff,3.0,13.0,2.0,3,25,35,9.0,10,1.0,0
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17569,241,Sales staff,2.0,24.0,1.0,1,47,48,9.0,0,2.0,1
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19692,5273,Laborers,2.0,25.0,2.0,1,39,53,8.0,14,2.0,1
F,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,21559,4254,Cooking staff,2.0,8.0,1.0,2,47,59,10.0,11,0.0,1
F,N,Y,2,270000.0,State servant,Higher education,Separated,With parents,11342,688,High skill tech staff,3.0,9.0,2.0,1,29,31,6.0,1,0.0,0
